contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129221,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129222,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129222,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129222,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129223,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129223,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129223,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129224,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129224,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129224,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129225,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129225,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129225,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129226,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129226,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129226,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129227,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129227,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129227,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129228,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129228,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129228,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129229,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129229,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129229,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129230,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129230,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129230,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129231,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129231,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129231,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129232,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129232,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129232,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129233,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129233,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129233,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129234,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129234,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129234,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129235,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129235,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129235,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129236,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129236,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129236,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129237,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129237,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129237,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129238,0000012,Election Day - Insight,201500,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129238,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129238,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129239,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129239,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129239,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129240,0000012,Election Day - Insight,201500,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129240,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129240,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129241,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129241,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129241,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129242,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129242,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129242,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129243,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129243,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129243,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129244,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129244,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129244,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129245,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129245,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129245,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129246,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129246,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129246,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129247,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129247,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129247,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129248,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129248,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129248,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129249,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129249,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129249,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129250,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129250,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129250,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129251,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129251,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129251,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129252,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129252,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129252,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129253,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129253,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129253,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129254,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129254,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129254,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129255,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129255,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129255,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129256,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129256,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129256,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129257,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129257,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129257,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129258,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129258,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129258,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129259,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129259,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129259,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129260,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129260,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129260,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129261,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129261,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129261,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129262,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129262,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129262,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129263,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129263,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129263,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129264,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129264,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129264,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129265,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129265,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129265,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129266,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129266,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129266,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129267,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129267,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129267,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129268,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129268,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129268,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129269,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129269,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129269,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129270,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129270,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129270,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129271,0000012,Election Day - Insight,201500,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129271,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129271,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129272,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129272,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129272,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129273,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129273,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129273,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129274,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129274,0000012,Election Day - Insight,201500,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129274,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129275,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129275,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129275,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129276,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129276,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129276,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129277,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129277,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129277,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
